producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
jarabe p/preparar bebidas|botella 750 ml. horchata|tucan|chocolates y golosinas|basicos|42.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 946 ml. naranja|ades|refrescos envasados|basicos|22.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 1 lt. mango|boing!|refrescos envasados|basicos|20.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 250 ml. mango|boing!|refrescos envasados|basicos|6.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 946 ml. naranja (nectar)|del valle|refrescos envasados|basicos|20.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 1 lt. naranja (nectar)|jumex|refrescos envasados|basicos|21.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jugo de fruta|caja 1 lt.|v8 splash. orange carrot|refrescos envasados|basicos|26.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche condensada|botella 335 gr. (plastico)|la lechera. original|leche procesada|basicos|30.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche condensada|lata 100 gr.|la lechera. original|leche procesada|basicos|9.45|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche condensada|lata 375 gr.|la lechera. original|leche procesada|basicos|21.1|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche en polvo|bolsa 460 gr. entera|alpura. clasica|leche procesada|basicos|68.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche en polvo|bolsa 460 gr. parcialmente descremada deslactosada|alpura. deslactosada|leche procesada|basicos|67.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche en polvo|lata 360 gr. (alimento para ninos...)|nido. kinder|leche procesada|basicos|66.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche en polvo|bolsa 360 gr. (producto lacteo)|svelty. con colageno. move+|leche procesada|basicos|55.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche evaporada|lata 360 gr. evaporada parcialmente descremada|carnation. clavel|leche procesada|basicos|16.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche evaporada|lata 360 gr. reducida en grasa|carnation. clavel|leche procesada|basicos|16.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt. azul|alpura. clasica|leche procesada|basicos|23.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt.|alpura. light|leche procesada|basicos|23.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt.|alpura. semi|leche procesada|basicos|23.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt.|lala. light. baja en grasa|leche procesada|basicos|22.95|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|semidescremada. caja 1 lt.|lala. semidescremada. reducida en grasa|leche procesada|basicos|22.95|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|entera. caja 1 lt.|san marcos|leche procesada|basicos|21.85|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|semidescremada. caja 1 lt.|san marcos|leche procesada|basicos|21.85|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|caja 1 lt.|santa clara. entera|leche procesada|basicos|23.2|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
leche ultrapasteurizada|caja 1 lt.|santa clara. light|leche procesada|basicos|25.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
lenteja|bolsa 500 gr.|verde valle|legumbres secas|basicos|34.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 1 lt. multiusos pino|pinol. el original|detergentes y productos similares|basicos|24.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mantequilla|barra 225 gr. sin sal|gloria|derivados de leche|basicos|44.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mantequilla|barra 90 gr. sin sal|lala|derivados de leche|basicos|19.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|bote 454 gr. con sal|i cant believe its not butter!|aceites y grasas veg. comestibles|basicos|108.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|barra 90 gr. sin sal|iberia. 4 en 1|aceites y grasas veg. comestibles|basicos|13.8|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|caja plastico 190 gr. con sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|36.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|caja plastico 190 gr. sin sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|36.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|caja plastico 400 gr. sin sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|56.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
margarina|caja plastico 400 gr. sin sal|primavera light|aceites y grasas veg. comestibles|basicos|66.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mayonesa|frasco 395 gr. aderezo de mayonesa|hellmann s light|condimentos|basicos|32.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mayonesa|frasco 390 gr.|hellmann s. clasica|condimentos|basicos|29.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mayonesa|frasco 385 gr. con jugo de limones|la costena|condimentos|basicos|29.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mayonesa|frasco 390 gr. con jugo de limones|mc cormick|condimentos|basicos|34.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mayonesa|frasco 414 gr. aderezo con jugo de limones|mc cormick light|condimentos|basicos|30.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mermelada|frasco 270 gr. fresa|mc cormick|frutas y legumbres procesadas|basicos|25.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mermelada|frasco 450 gr. fresa|mc cormick.|frutas y legumbres procesadas|basicos|36.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mezcla california|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|31.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
miel de abeja|frasco 500 gr.|carlota|chocolates y golosinas|basicos|57.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mole rojo en pasta|vaso 235 gr.|la costena|condimentos|basicos|28.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mortadela|1 kg. granel. mortadela|fud|carnes frias secas y embutidos|basicos|102.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mostaza|botella 397 gr. preparada|french s classic yellow|condimentos|basicos|42.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mostaza|frasco 210 gr.|mc cormick|condimentos|basicos|15.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
mostaza|frasco 430 gr.|mc cormick|condimentos|basicos|24.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
pan blanco bolillo|pieza|s/m|pan|basicos|1.6|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
pan de caja|paquete 210 gr. tostado. clasico|bimbo|pan|basicos|29.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
pan de caja|paquete grande 680 gr. integral. rebanado|bimbo|pan|basicos|43.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
pan de caja|paquete grande 680 gr. rebanado blanco|bimbo|pan|basicos|40.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
